obs_datetime,night,mfgID,sig,noise,motusTagID,port,runLen,tagProjID,mfg,tagModel,tagLifespan,tagBI,tagDeployID,tagDeployStart,fullID,deviceID,recvDeployID,recvDeployLat,recvDeployLon,recv,recvDeployName,antType,antBearing,speciesEN,tagProjName,recvProjName
2023-08-21T16:36:39Z,2023-08-21,444,-63.0478,-71.5573,74142,3,2,484,Lotek,NTQB2-3-2-M,216,7.299200057983398,45987,2023-05-02T00:00:00Z,BC urban birds#444:7.3@166.38(M.74142),3415,10122,50.5197,-2.451,CTT-V30B0154B9A9,Portland Bird Observatory,yagi-6,146.56778,Spotted Towhee,BC urban birds,UK-Bats
2023-08-21T16:37:52Z,2023-08-21,444,-62.8894,-71.1342,74142,3,2,484,Lotek,NTQB2-3-2-M,216,7.299200057983398,45987,2023-05-02T00:00:00Z,BC urban birds#444:7.3@166.38(M.74142),3415,10122,50.5197,-2.451,CTT-V30B0154B9A9,Portland Bird Observatory,yagi-6,146.56778,Spotted Towhee,BC urban birds,UK-Bats
2023-08-21T16:42:16Z,2023-08-21,186,-62.545,-71.1255,73180,3,2,582,Lotek,NTQB2-6-1-M,845,10.999899864196777,45392,2023-03-31T02:00:00Z,MCLA-Williams#186:11.0@166.38(M.73180),3415,10122,50.5197,-2.451,CTT-V30B0154B9A9,Portland Bird Observatory,yagi-6,146.56778,Northern Saw-whet Owl (acadicus),MCLA-Williams,UK-Bats
2023-08-21T16:43:11Z,2023-08-21,186,-62.5742,-71.7059,73180,3,2,582,Lotek,NTQB2-6-1-M,845,10.999899864196777,45392,2023-03-31T02:00:00Z,MCLA-Williams#186:11.0@166.38(M.73180),3415,10122,50.5197,-2.451,CTT-V30B0154B9A9,Portland Bird Observatory,yagi-6,146.56778,Northern Saw-whet Owl (acadicus),MCLA-Williams,UK-Bats
2023-08-21T16:42:02Z,2023-08-21,88,-62.7644,-71.1723,77671,3,2,469,Lotek,NTQB2-2-M,192,19.897600173950195,47530,2023-07-04T22:20:00Z,BANSconnectivity#88:19.9@166.38(M.77671),3415,10122,50.5197,-2.451,CTT-V30B0154B9A9,Portland Bird Observatory,yagi-6,146.56778,Bank Swallow,BANSconnectivity,UK-Bats
2023-08-21T16:43:22Z,2023-08-21,88,-62.6443,-71.0881,77671,3,2,469,Lotek,NTQB2-2-M,192,19.897600173950195,47530,2023-07-04T22:20:00Z,BANSconnectivity#88:19.9@166.38(M.77671),3415,10122,50.5197,-2.451,CTT-V30B0154B9A9,Portland Bird Observatory,yagi-6,146.56778,Bank Swallow,BANSconnectivity,UK-Bats
2023-08-21T16:46:05Z,2023-08-21,88,-62.9439,-71.0092,63602,3,2,140,Lotek,NTQB2-4-2S-M,596,10.999899864196777,48578,2023-05-09T17:30:00Z,SCDNR#88:11.0@166.38(M.63602),3415,10122,50.5197,-2.451,CTT-V30B0154B9A9,Portland Bird Observatory,yagi-6,146.56778,Red Knot,SCDNR,UK-Bats
2023-08-21T16:47:22Z,2023-08-21,88,-62.6258,-71.3642,63602,3,2,140,Lotek,NTQB2-4-2S-M,596,10.999899864196777,48578,2023-05-09T17:30:00Z,SCDNR#88:11.0@166.38(M.63602),3415,10122,50.5197,-2.451,CTT-V30B0154B9A9,Portland Bird Observatory,yagi-6,146.56778,Red Knot,SCDNR,UK-Bats
2023-08-21T16:49:51Z,2023-08-21,186,-63.1977,-71.7409,73180,3,2,582,Lotek,NTQB2-6-1-M,845,10.999899864196777,45392,2023-03-31T02:00:00Z,MCLA-Williams#186:11.0@166.38(M.73180),3415,10122,50.5197,-2.451,CTT-V30B0154B9A9,Portland Bird Observatory,yagi-6,146.56778,Northern Saw-whet Owl (acadicus),MCLA-Williams,UK-Bats
2023-08-21T16:51:08Z,2023-08-21,186,-63.773,-72.3036,73180,3,2,582,Lotek,NTQB2-6-1-M,845,10.999899864196777,45392,2023-03-31T02:00:00Z,MCLA-Williams#186:11.0@166.38(M.73180),3415,10122,50.5197,-2.451,CTT-V30B0154B9A9,Portland Bird Observatory,yagi-6,146.56778,Northern Saw-whet Owl (acadicus),MCLA-Williams,UK-Bats
2023-08-21T16:50:51Z,2023-08-21,361,-64.3914,-71.9795,58725,3,2,3,Lotek,NTQB2-6-1,938,12.700400352478027,36266,2021-10-06T00:00:00Z,Quebec#361:12.7@166.38(M.58725),3415,10122,50.5197,-2.451,CTT-V30B0154B9A9,Portland Bird Observatory,yagi-6,146.56778,Red Knot,Quebec,UK-Bats
2023-08-21T16:52:07Z,2023-08-21,361,-61.412,-72.3172,58725,3,2,3,Lotek,NTQB2-6-1,938,12.700400352478027,36266,2021-10-06T00:00:00Z,Quebec#361:12.7@166.38(M.58725),3415,10122,50.5197,-2.451,CTT-V30B0154B9A9,Portland Bird Observatory,yagi-6,146.56778,Red Knot,Quebec,UK-Bats
2023-08-21T17:02:49Z,2023-08-21,444,-62.5145,-71.4542,54739,3,2,466,Lotek,NTQB2-2,192,19.898000717163086,37408,2023-04-15T09:21:00Z,Swallows - Latin Ame#444:19.9@166.38(M.54739),3415,10122,50.5197,-2.451,CTT-V30B0154B9A9,Portland Bird Observatory,yagi-6,146.56778,Barn Swallow,Swallows - Latin Ame,UK-Bats
2023-08-21T17:04:09Z,2023-08-21,444,-64.0077,-72.0156,54739,3,2,466,Lotek,NTQB2-2,192,19.898000717163086,37408,2023-04-15T09:21:00Z,Swallows - Latin Ame#444:19.9@166.38(M.54739),3415,10122,50.5197,-2.451,CTT-V30B0154B9A9,Portland Bird Observatory,yagi-6,146.56778,Barn Swallow,Swallows - Latin Ame,UK-Bats
2023-08-21T17:06:44Z,2023-08-21,546,-62.8046,-71.4496,73941,3,2,381,Lotek,NTQB2-2-M,146,13.09939956665039,47815,2023-06-07T00:00:00Z,Flyway Conservation#546:13.1@166.38(M.73941),3415,10122,50.5197,-2.451,CTT-V30B0154B9A9,Portland Bird Observatory,yagi-6,146.56778,Willow Flycatcher,Flyway Conservation,UK-Bats
2023-08-21T17:08:02Z,2023-08-21,546,-63.3588,-71.8942,73941,3,2,381,Lotek,NTQB2-2-M,146,13.09939956665039,47815,2023-06-07T00:00:00Z,Flyway Conservation#546:13.1@166.38(M.73941),3415,10122,50.5197,-2.451,CTT-V30B0154B9A9,Portland Bird Observatory,yagi-6,146.56778,Willow Flycatcher,Flyway Conservation,UK-Bats
2023-08-21T17:09:02Z,2023-08-21,88,-62.854,-71.2619,77671,3,2,469,Lotek,NTQB2-2-M,192,19.897600173950195,47530,2023-07-04T22:20:00Z,BANSconnectivity#88:19.9@166.38(M.77671),3415,10122,50.5197,-2.451,CTT-V30B0154B9A9,Portland Bird Observatory,yagi-6,146.56778,Bank Swallow,BANSconnectivity,UK-Bats
2023-08-21T17:10:02Z,2023-08-21,88,-63.2968,-71.9741,77671,3,2,469,Lotek,NTQB2-2-M,192,19.897600173950195,47530,2023-07-04T22:20:00Z,BANSconnectivity#88:19.9@166.38(M.77671),3415,10122,50.5197,-2.451,CTT-V30B0154B9A9,Portland Bird Observatory,yagi-6,146.56778,Bank Swallow,BANSconnectivity,UK-Bats
